Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
jakarta.activation:jakarta.activation-api,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,jakarta.activation:jakarta.activation-api:2.1.3,gav://jakarta.activation:jakarta.activation-api,2.1.3
jakarta.annotation:jakarta.annotation-api,"Classpath-exception-2.0,EPL-2.0",https://spdx.org/licenses/EPL-2.0,maven,jakarta.annotation:jakarta.annotation-api:2.1.1,gav://jakarta.annotation:jakarta.annotation-api,2.1.1
jakarta.inject:jakarta.inject-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,jakarta.inject:jakarta.inject-api:2.0.1,gav://jakarta.inject:jakarta.inject-api,2.0.1
jakarta.persistence:jakarta.persistence-api,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,jakarta.persistence:jakarta.persistence-api:3.1.0,gav://jakarta.persistence:jakarta.persistence-api,3.1.0
jakarta.transaction:jakarta.transaction-api,"Classpath-exception-2.0,EPL-2.0",https://spdx.org/licenses/EPL-2.0,maven,jakarta.transaction:jakarta.transaction-api:2.0.1,gav://jakarta.transaction:jakarta.transaction-api,2.0.1
jakarta.validation:jakarta.validation-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,jakarta.validation:jakarta.validation-api:3.0.2,gav://jakarta.validation:jakarta.validation-api,3.0.2
jakarta.xml.bind:jakarta.xml.bind-api,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,jakarta.xml.bind:jakarta.xml.bind-api:4.0.2,gav://jakarta.xml.bind:jakarta.xml.bind-api,4.0.2
javax.cache:cache-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,javax.cache:cache-api:1.1.1,gav://javax.cache:cache-api,1.1.1
jrt-fs.jar,Unknown,,generic,jrt-fs.jar,generic://sha256:2fcdfb248bf4e6e1e2ef0e10c173f4a64fdb1f7e4f7f59bdcd01bae02b74145c/jrt-fs.jar,
net.bytebuddy:byte-buddy,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,net.bytebuddy:byte-buddy:1.15.11,gav://net.bytebuddy:byte-buddy,1.15.11
oracle:openjdk,Unknown,,cpp,oracle:openjdk:17.0.2,cpp://oracle:openjdk,17.0.2
org.antlr:antlr4-runtime,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.antlr:antlr4-runtime:4.13.0,gav://org.antlr:antlr4-runtime,4.13.0
org.apache.logging.log4j:log4j-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.logging.log4j:log4j-api:2.24.3,gav://org.apache.logging.log4j:log4j-api,2.24.3
org.apache.logging.log4j:log4j-to-slf4j,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.logging.log4j:log4j-to-slf4j:2.24.3,gav://org.apache.logging.log4j:log4j-to-slf4j,2.24.3
org.apache.tomcat.embed:tomcat-embed-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.tomcat.embed:tomcat-embed-core:10.1.34,gav://org.apache.tomcat.embed:tomcat-embed-core,10.1.34
org.apache.tomcat.embed:tomcat-embed-el,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.tomcat.embed:tomcat-embed-el:10.1.34,gav://org.apache.tomcat.embed:tomcat-embed-el,10.1.34
org.apache.tomcat.embed:tomcat-embed-websocket,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.34,gav://org.apache.tomcat.embed:tomcat-embed-websocket,10.1.34
org.aspectj:aspectjweaver,EPL-2.0,https://spdx.org/licenses/EPL-2.0,maven,org.aspectj:aspectjweaver:1.9.22.1,gav://org.aspectj:aspectjweaver,1.9.22.1
org.attoparser:attoparser,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.attoparser:attoparser:2.0.7.RELEASE,gav://org.attoparser:attoparser,2.0.7.RELEASE
org.checkerframework:checker-qual,MIT,http://www.opensource.org/licenses/MIT,maven,org.checkerframework:checker-qual:3.48.3,gav://org.checkerframework:checker-qual,3.48.3
org.eclipse.angus:angus-activation,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.eclipse.angus:angus-activation:2.0.2,gav://org.eclipse.angus:angus-activation,2.0.2
org.glassfish.jaxb:jaxb-core,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:jaxb-core:4.0.5,gav://org.glassfish.jaxb:jaxb-core,4.0.5
org.glassfish.jaxb:jaxb-runtime,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:jaxb-runtime:4.0.5,gav://org.glassfish.jaxb:jaxb-runtime,4.0.5
org.glassfish.jaxb:txw2,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:txw2:4.0.5,gav://org.glassfish.jaxb:txw2,4.0.5
org.hdrhistogram:HdrHistogram,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/,maven,org.hdrhistogram:HdrHistogram:2.2.2,gav://org.hdrhistogram:HdrHistogram,2.2.2
org.hibernate.common:hibernate-commons-annotations,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.hibernate.common:hibernate-commons-annotations:7.0.3.Final,gav://org.hibernate.common:hibernate-commons-annotations,7.0.3.Final
org.hibernate.orm:hibernate-core,LGPL-2.1,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,maven,org.hibernate.orm:hibernate-core:6.6.5.Final,gav://org.hibernate.orm:hibernate-core,6.6.5.Final
org.hibernate.validator:hibernate-validator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.hibernate.validator:hibernate-validator:8.0.2.Final,gav://org.hibernate.validator:hibernate-validator,8.0.2.Final
org.jboss.logging:jboss-logging,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.logging:jboss-logging:3.6.1.Final,gav://org.jboss.logging:jboss-logging,3.6.1.Final
org.jspecify:jspecify,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jspecify:jspecify:1.0.0,gav://org.jspecify:jspecify,1.0.0
org.latencyutils:LatencyUtils,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/,maven,org.latencyutils:LatencyUtils:2.0.3,gav://org.latencyutils:LatencyUtils,2.0.3
org.postgresql:postgresql,"BSD-2-Clause,PostgreSQL","http://opensource.org/licenses/BSD-2-Clause,http://www.postgresql.org/about/licence",maven,org.postgresql:postgresql:42.7.5,gav://org.postgresql:postgresql,42.7.5
org.reactivestreams:reactive-streams,MIT-0,https://github.com/aws/mit-0,maven,org.reactivestreams:reactive-streams:1.0.4,gav://org.reactivestreams:reactive-streams,1.0.4
org.slf4j:jul-to-slf4j,"LicenseRef-jfrog-oracle-nftc-2021,MIT","https://www.oracle.com/downloads/licenses/no-fee-license.html,http://www.opensource.org/licenses/MIT",maven,org.slf4j:jul-to-slf4j:2.0.16,gav://org.slf4j:jul-to-slf4j,2.0.16
org.slf4j:slf4j-api,MIT,http://www.opensource.org/licenses/MIT,maven,org.slf4j:slf4j-api:2.0.16,gav://org.slf4j:slf4j-api,2.0.16
org.springframework.boot:spring-boot,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot:3.4.2,gav://org.springframework.boot:spring-boot,3.4.2
org.springframework.boot:spring-boot-actuator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator:3.4.2,gav://org.springframework.boot:spring-boot-actuator,3.4.2
org.springframework.boot:spring-boot-actuator-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator-autoconfigure:3.4.2,gav://org.springframework.boot:spring-boot-actuator-autoconfigure,3.4.2
org.springframework.boot:spring-boot-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-autoconfigure:3.4.2,gav://org.springframework.boot:spring-boot-autoconfigure,3.4.2
org.springframework.boot:spring-boot-jarmode-tools,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-jarmode-tools:3.4.2,gav://org.springframework.boot:spring-boot-jarmode-tools,3.4.2
org.springframework.boot:spring-boot-starter,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter:3.4.2,gav://org.springframework.boot:spring-boot-starter,3.4.2
org.springframework.boot:spring-boot-starter-actuator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-actuator:3.4.2,gav://org.springframework.boot:spring-boot-starter-actuator,3.4.2
org.springframework.boot:spring-boot-starter-cache,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-cache:3.4.2,gav://org.springframework.boot:spring-boot-starter-cache,3.4.2
org.springframework.boot:spring-boot-starter-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-data-jpa:3.4.2,gav://org.springframework.boot:spring-boot-starter-data-jpa,3.4.2
org.springframework.boot:spring-boot-starter-jdbc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-jdbc:3.4.2,gav://org.springframework.boot:spring-boot-starter-jdbc,3.4.2
org.springframework.boot:spring-boot-starter-json,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-json:3.4.2,gav://org.springframework.boot:spring-boot-starter-json,3.4.2
org.springframework.boot:spring-boot-starter-logging,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-logging:3.4.2,gav://org.springframework.boot:spring-boot-starter-logging,3.4.2
org.springframework.boot:spring-boot-starter-thymeleaf,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-thymeleaf:3.4.2,gav://org.springframework.boot:spring-boot-starter-thymeleaf,3.4.2
org.springframework.boot:spring-boot-starter-tomcat,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-tomcat:3.4.2,gav://org.springframework.boot:spring-boot-starter-tomcat,3.4.2
org.springframework.boot:spring-boot-starter-validation,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-validation:3.4.2,gav://org.springframework.boot:spring-boot-starter-validation,3.4.2
org.springframework.boot:spring-boot-starter-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-web:3.4.2,gav://org.springframework.boot:spring-boot-starter-web,3.4.2
org.springframework.data:spring-data-commons,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-commons:3.4.2,gav://org.springframework.data:spring-data-commons,3.4.2
org.springframework.data:spring-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-jpa:3.4.2,gav://org.springframework.data:spring-data-jpa,3.4.2
org.springframework.samples:spring-petclinic,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.samples:spring-petclinic:3.4.0-SNAPSHOT,gav://org.springframework.samples:spring-petclinic,3.4.0-SNAPSHOT
org.springframework:spring-aop,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-aop:6.2.2,gav://org.springframework:spring-aop,6.2.2
org.springframework:spring-aspects,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-aspects:6.2.2,gav://org.springframework:spring-aspects,6.2.2
org.springframework:spring-beans,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-beans:6.2.2,gav://org.springframework:spring-beans,6.2.2
org.springframework:spring-context,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-context:6.2.2,gav://org.springframework:spring-context,6.2.2
org.springframework:spring-context-support,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-context-support:6.2.2,gav://org.springframework:spring-context-support,6.2.2
org.springframework:spring-core,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-core:6.2.2,gav://org.springframework:spring-core,6.2.2
org.springframework:spring-expression,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-expression:6.2.2,gav://org.springframework:spring-expression,6.2.2
org.springframework:spring-jcl,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-jcl:6.2.2,gav://org.springframework:spring-jcl,6.2.2
org.springframework:spring-jdbc,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-jdbc:6.2.2,gav://org.springframework:spring-jdbc,6.2.2
org.springframework:spring-orm,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-orm:6.2.2,gav://org.springframework:spring-orm,6.2.2
org.springframework:spring-tx,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-tx:6.2.2,gav://org.springframework:spring-tx,6.2.2
org.springframework:spring-web,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-web:6.2.2,gav://org.springframework:spring-web,6.2.2
org.springframework:spring-webmvc,"Apache-2.0,BSD-3-Clause","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",maven,org.springframework:spring-webmvc:6.2.2,gav://org.springframework:spring-webmvc,6.2.2
org.thymeleaf:thymeleaf,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf:thymeleaf:3.1.3.RELEASE,gav://org.thymeleaf:thymeleaf,3.1.3.RELEASE
org.thymeleaf:thymeleaf-spring6,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf:thymeleaf-spring6:3.1.3.RELEASE,gav://org.thymeleaf:thymeleaf-spring6,3.1.3.RELEASE
org.unbescape:unbescape,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.unbescape:unbescape:1.1.6.RELEASE,gav://org.unbescape:unbescape,1.1.6.RELEASE
org.webjars.npm:bootstrap,MIT,http://www.opensource.org/licenses/MIT,maven,org.webjars.npm:bootstrap:5.3.3,gav://org.webjars.npm:bootstrap,5.3.3
org.webjars.npm:font-awesome,OFL-1.1,http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web,maven,org.webjars.npm:font-awesome:4.7.0,gav://org.webjars.npm:font-awesome,4.7.0
org.webjars:webjars-locator-lite,MIT,http://www.opensource.org/licenses/MIT,maven,org.webjars:webjars-locator-lite:1.0.1,gav://org.webjars:webjars-locator-lite,1.0.1
org.yaml:snakeyaml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.yaml:snakeyaml:2.3,gav://org.yaml:snakeyaml,2.3
spring-petclinic,Unknown,,docker,spring-petclinic:latest,docker://spring-petclinic,latest
