Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"A security vulnerability has been identified in all supported versions

of OpenSSL related to the verification of X.509 certificate chains
that include policy constraints.  Attackers may be able to exploit this
vulnerability by creating a malicious certificate chain that triggers
exponential use of computational resources, leading to a denial-of-service
(DoS) attack on affected systems.

Policy processing is disabled by default but can be enabled by passing
the `-policy' argument to the command line utilities or by calling the
`X509_VERIFY_PARAM_set1_policies()' function.",CVE-2023-0464,High,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-295,XRAY-428295,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
A vulnerability found in gnutls. This security flaw happens because of a double free error occurs during verification of pkcs7 signatures in gnutls_pkcs7_verify function.,CVE-2022-2509,High,,security,JFrog,debian:bullseye:libgnutls30,< 3.7.1-5+deb11u2,3.7.1-5+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:gnutls28,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-415,XRAY-246839,false,deb://debian:bullseye:libgnutls30:3.7.1-5,deb://debian:bullseye:libgnutls30,,Not Applicable
"Issue summary: Processing some specially crafted ASN.1 object identifiers or
data containing them may be very slow.

Impact summary: Applications that use OBJ_obj2txt() directly, or use any of
the OpenSSL subsystems OCSP, PKCS7/SMIME, CMS, CMP/CRMF or TS with no message
size limit may experience notable to very long delays when processing those
messages, which may lead to a Denial of Service.

An OBJECT IDENTIFIER is composed of a series of numbers - sub-identifiers -
most of which have no size limit.  OBJ_obj2txt() may be used to translate
an ASN.1 OBJECT IDENTIFIER given in DER encoding form (using the OpenSSL
type ASN1_OBJECT) to its canonical numeric text form, which are the
sub-identifiers of the OBJECT IDENTIFIER in decimal form, separated by
periods.

When one of the sub-identifiers in the OBJECT IDENTIFIER is very large
(these are sizes that are seen as absurdly large, taking up tens or hundreds
of KiBs), the translation to a decimal number in text may take a very long
time.  The time complexity is O(n^2) with 'n' being the size of the
sub-identifiers in bytes (*).

With OpenSSL 3.0, support to fetch cryptographic algorithms using names /
identifiers in string form was introduced.  This includes using OBJECT
IDENTIFIERs in canonical numeric text form as identifiers for fetching
algorithms.

Such OBJECT IDENTIFIERs may be received through the ASN.1 structure
AlgorithmIdentifier, which is commonly used in multiple protocols to specify
what cryptographic algorithm should be used to sign or verify, encrypt or
decrypt, or digest passed data.

Applications that call OBJ_obj2txt() directly with untrusted data are
affected, with any version of OpenSSL.  If the use is for the mere purpose
of display, the severity is considered low.

In OpenSSL 3.0 and newer, this affects the subsystems OCSP, PKCS7/SMIME,
CMS, CMP/CRMF or TS.  It also impacts anything that processes X.509
certificates, including simple things like verifying its signature.

The impact on TLS is relatively low, because all versions of OpenSSL...",CVE-2023-2650,Medium,Medium,security,JFrog,debian:bullseye:openssl,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-770,XRAY-520915,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Applicable
"Issue summary: Processing some specially crafted ASN.1 object identifiers or
data containing them may be very slow.

Impact summary: Applications that use OBJ_obj2txt() directly, or use any of
the OpenSSL subsystems OCSP, PKCS7/SMIME, CMS, CMP/CRMF or TS with no message
size limit may experience notable to very long delays when processing those
messages, which may lead to a Denial of Service.

An OBJECT IDENTIFIER is composed of a series of numbers - sub-identifiers -
most of which have no size limit.  OBJ_obj2txt() may be used to translate
an ASN.1 OBJECT IDENTIFIER given in DER encoding form (using the OpenSSL
type ASN1_OBJECT) to its canonical numeric text form, which are the
sub-identifiers of the OBJECT IDENTIFIER in decimal form, separated by
periods.

When one of the sub-identifiers in the OBJECT IDENTIFIER is very large
(these are sizes that are seen as absurdly large, taking up tens or hundreds
of KiBs), the translation to a decimal number in text may take a very long
time.  The time complexity is O(n^2) with 'n' being the size of the
sub-identifiers in bytes (*).

With OpenSSL 3.0, support to fetch cryptographic algorithms using names /
identifiers in string form was introduced.  This includes using OBJECT
IDENTIFIERs in canonical numeric text form as identifiers for fetching
algorithms.

Such OBJECT IDENTIFIERs may be received through the ASN.1 structure
AlgorithmIdentifier, which is commonly used in multiple protocols to specify
what cryptographic algorithm should be used to sign or verify, encrypt or
decrypt, or digest passed data.

Applications that call OBJ_obj2txt() directly with untrusted data are
affected, with any version of OpenSSL.  If the use is for the mere purpose
of display, the severity is considered low.

In OpenSSL 3.0 and newer, this affects the subsystems OCSP, PKCS7/SMIME,
CMS, CMP/CRMF or TS.  It also impacts anything that processes X.509
certificates, including simple things like verifying its signature.

The impact on TLS is relatively low, because all versions of OpenSSL...",CVE-2023-2650,Medium,Medium,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-770,XRAY-520915,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p).",CVE-2022-2097,Medium,Medium,security,JFrog,debian:bullseye:openssl,< 1.1.1n-0+deb11u4,1.1.1n-0+deb11u4,2023-01-08T19:26:00Z,debian:bullseye:openssl,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:N,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-327,XRAY-230390,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Applicable
"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p).",CVE-2022-2097,Medium,Medium,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u4,1.1.1n-0+deb11u4,2023-01-08T19:26:00Z,debian:bullseye:openssl,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:N,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-327,XRAY-230390,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
"A flaw was found in glibc. In an uncommon situation, the gaih_inet function may use memory that has been freed, resulting in an application crash. This issue is only exploitable when the getaddrinfo function is called and the hosts database in /etc/nsswitch.conf is configured with SUCCESS=continue or SUCCESS=merge.",CVE-2023-4813,Medium,Low,security,JFrog,debian:bullseye:libc6,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:glibc,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-416,XRAY-531741,false,deb://debian:bullseye:libc6:2.31-13+deb11u3,deb://debian:bullseye:libc6,,Not Applicable
"A flaw was found in glibc. In an uncommon situation, the gaih_inet function may use memory that has been freed, resulting in an application crash. This issue is only exploitable when the getaddrinfo function is called and the hosts database in /etc/nsswitch.conf is configured with SUCCESS=continue or SUCCESS=merge.",CVE-2023-4813,Medium,Low,security,JFrog,debian:bullseye:libc-bin,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:glibc,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-416,XRAY-531741,false,deb://debian:bullseye:libc6:2.31-13+deb11u3,deb://debian:bullseye:libc-bin,,Not Applicable
"The function X509_VERIFY_PARAM_add0_policy() is documented to
implicitly enable the certificate policy check when doing certificate
verification. However the implementation of the function does not
enable the check which allows certificates with invalid or incorrect
policies to pass the certificate verification.

As suddenly enabling the policy check could break existing deployments it was
decided to keep the existing behavior of the X509_VERIFY_PARAM_add0_policy()
function.

Instead the applications that require OpenSSL to perform certificate
policy check need to use X509_VERIFY_PARAM_set1_policies() or explicitly
enable the policy check by calling X509_VERIFY_PARAM_set_flags() with
the X509_V_FLAG_POLICY_CHECK flag argument.

Certificate policy checks are disabled by default in OpenSSL and are not
commonly used by applications.",CVE-2023-0466,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-295,XRAY-445015,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Applicable
"The function X509_VERIFY_PARAM_add0_policy() is documented to
implicitly enable the certificate policy check when doing certificate
verification. However the implementation of the function does not
enable the check which allows certificates with invalid or incorrect
policies to pass the certificate verification.

As suddenly enabling the policy check could break existing deployments it was
decided to keep the existing behavior of the X509_VERIFY_PARAM_add0_policy()
function.

Instead the applications that require OpenSSL to perform certificate
policy check need to use X509_VERIFY_PARAM_set1_policies() or explicitly
enable the policy check by calling X509_VERIFY_PARAM_set_flags() with
the X509_V_FLAG_POLICY_CHECK flag argument.

Certificate policy checks are disabled by default in OpenSSL and are not
commonly used by applications.",CVE-2023-0466,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-295,XRAY-445015,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
"Applications that use a non-default option when verifying certificates may be
vulnerable to an attack from a malicious CA to circumvent certain checks.

Invalid certificate policies in leaf certificates are silently ignored by
OpenSSL and other certificate policy checks are skipped for that certificate.
A malicious CA could use this to deliberately assert invalid certificate policies
in order to circumvent policy checking on the certificate altogether.

Policy processing is disabled by default but can be enabled by passing
the `-policy' argument to the command line utilities or by calling the
`X509_VERIFY_PARAM_set1_policies()' function.",CVE-2023-0465,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-295,XRAY-445014,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Applicable
"Applications that use a non-default option when verifying certificates may be
vulnerable to an attack from a malicious CA to circumvent certain checks.

Invalid certificate policies in leaf certificates are silently ignored by
OpenSSL and other certificate policy checks are skipped for that certificate.
A malicious CA could use this to deliberately assert invalid certificate policies
in order to circumvent policy checking on the certificate altogether.

Policy processing is disabled by default but can be enabled by passing
the `-policy' argument to the command line utilities or by calling the
`X509_VERIFY_PARAM_set1_policies()' function.",CVE-2023-0465,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u5,1.1.1n-0+deb11u5,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-295,XRAY-445014,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
"It was found that apt-key in apt, all versions, do not correctly validate gpg keys with the master keyring, leading to a potential man-in-the-middle attack.",CVE-2011-3374,Low,High,security,JFrog,debian:bullseye:apt,All Versions,,2023-01-08T19:25:00Z,debian:bullseye:apt,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:N/I:P/A:N,3.7/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-347,XRAY-34417,false,deb://debian:bullseye:apt:2.2.4,deb://debian:bullseye:apt,,Not Applicable
"It was found that apt-key in apt, all versions, do not correctly validate gpg keys with the master keyring, leading to a potential man-in-the-middle attack.",CVE-2011-3374,Low,High,security,JFrog,debian:bullseye:libapt-pkg6.0,All Versions,,2023-01-08T19:25:00Z,debian:bullseye:apt,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:N/I:P/A:N,3.7/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-347,XRAY-34417,false,deb://debian:bullseye:apt:2.2.4,deb://debian:bullseye:libapt-pkg6.0,,Not Applicable
"libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454.",CVE-2019-20838,Low,Medium,security,JFrog,debian:bullseye:libpcre3,All Versions,,2023-01-08T19:31:00Z,debian:bullseye:pcre3,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:N/I:N/A:P,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-125,XRAY-100751,false,deb://debian:bullseye:libpcre3:2:8.39-13,deb://debian:bullseye:libpcre3,,Not Applicable
"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,Low,Low,security,JFrog,debian:bullseye:libkrb5support0,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:krb5,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-190,XRAY-60750,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5support0,,Not Applicable
"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,Low,Low,security,JFrog,debian:bullseye:libgssapi-krb5-2,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:krb5,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-190,XRAY-60750,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libgssapi-krb5-2,,Not Applicable
"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,Low,Low,security,JFrog,debian:bullseye:libkrb5-3,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:krb5,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-190,XRAY-60750,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5-3,,Not Applicable
"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",CVE-2018-5709,Low,Low,security,JFrog,debian:bullseye:libk5crypto3,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:krb5,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-190,XRAY-60750,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libk5crypto3,,Not Applicable
Integer overflow vulnerability in pcre2test before 10.41 allows attackers to cause a denial of service or other unspecified impacts via negative input.,CVE-2022-41409,Low,Low,security,JFrog,debian:bullseye:libpcre2-8-0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pcre2,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-190,XRAY-526154,false,deb://debian:bullseye:libpcre2-8-0:10.36-2,deb://debian:bullseye:libpcre2-8-0,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:libuuid1,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:libuuid1,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:libsmartcols1,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:libsmartcols1,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:mount,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:mount,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:libblkid1,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:libblkid1,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:libmount1,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:libmount1,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:util-linux,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:util-linux,,Not Applicable
"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",CVE-2022-0563,Low,Low,security,JFrog,debian:bullseye:bsdutils,All Versions,,2023-01-08T19:26:00Z,debian:bullseye:util-linux,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-209,XRAY-198072,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:bsdutils,,Not Applicable
"Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an
empty supported client protocols buffer may cause a crash or memory contents to
be sent to the peer.

Impact summary: A buffer overread can have a range of potential consequences
such as unexpected application beahviour or a crash. In particular this issue
could result in up to 255 bytes of arbitrary private data from memory being sent
to the peer leading to a loss of confidentiality. However, only applications
that directly call the SSL_select_next_proto function with a 0 length list of
supported client protocols are affected by this issue. This would normally never
be a valid scenario and is typically not under attacker control but may occur by
accident in the case of a configuration or programming error in the calling
application.

The OpenSSL API function SSL_select_next_proto is typically used by TLS
applications that support ALPN (Application Layer Protocol Negotiation) or NPN
(Next Protocol Negotiation). NPN is older, was never standardised and
is deprecated in favour of ALPN. We believe that ALPN is significantly more
widely deployed than NPN. The SSL_select_next_proto function accepts a list of
protocols from the server and a list of protocols from the client and returns
the first protocol that appears in the server list that also appears in the
client list. In the case of no overlap between the two lists it returns the
first item in the client list. In either case it will signal whether an overlap
between the two lists was found. In the case where SSL_select_next_proto is
called with a zero length client list it fails to notice this condition and
returns the memory immediately following the client list pointer (and reports
that there was no overlap in the lists).

This function is typically called from a server side application callback for
ALPN or a client side application callback for NPN. In the case of ALPN the list
of protocols supplied by the client is guaranteed by libssl to never be zero in
length. The list of ...",CVE-2024-5535,Low,,security,JFrog,debian:bullseye:openssl,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,,,XRAY-607811,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Applicable
"Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an
empty supported client protocols buffer may cause a crash or memory contents to
be sent to the peer.

Impact summary: A buffer overread can have a range of potential consequences
such as unexpected application beahviour or a crash. In particular this issue
could result in up to 255 bytes of arbitrary private data from memory being sent
to the peer leading to a loss of confidentiality. However, only applications
that directly call the SSL_select_next_proto function with a 0 length list of
supported client protocols are affected by this issue. This would normally never
be a valid scenario and is typically not under attacker control but may occur by
accident in the case of a configuration or programming error in the calling
application.

The OpenSSL API function SSL_select_next_proto is typically used by TLS
applications that support ALPN (Application Layer Protocol Negotiation) or NPN
(Next Protocol Negotiation). NPN is older, was never standardised and
is deprecated in favour of ALPN. We believe that ALPN is significantly more
widely deployed than NPN. The SSL_select_next_proto function accepts a list of
protocols from the server and a list of protocols from the client and returns
the first protocol that appears in the server list that also appears in the
client list. In the case of no overlap between the two lists it returns the
first item in the client list. In either case it will signal whether an overlap
between the two lists was found. In the case where SSL_select_next_proto is
called with a zero length client list it fails to notice this condition and
returns the memory immediately following the client list pointer (and reports
that there was no overlap in the lists).

This function is typically called from a server side application callback for
ALPN or a client side application callback for NPN. In the case of ALPN the list
of protocols supplied by the client is guaranteed by libssl to never be zero in
length. The list of ...",CVE-2024-5535,Low,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,,,XRAY-607811,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Applicable
Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 4) or possibly have unspecified other impact via a crafted file.,CVE-2017-7245,Low,,security,JFrog,debian:bullseye:libpcre3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pcre3,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,7.8/CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-119,XRAY-52437,false,deb://debian:bullseye:libpcre3:2:8.39-13,deb://debian:bullseye:libpcre3,,Not Applicable
Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 268) or possibly have unspecified other impact via a crafted file.,CVE-2017-7246,Low,,security,JFrog,debian:bullseye:libpcre3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pcre3,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,7.8/CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-119,XRAY-52436,false,deb://debian:bullseye:libpcre3:2:8.39-13,deb://debian:bullseye:libpcre3,,Not Applicable
